,count,hate_speech,offensive_language,neither,class,tweet
1643,3,0,0,3,2,&#8220;@WillyC14_: &#8220;@urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley
1650,3,0,0,3,2,"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
1651,3,0,0,3,2,"&#8220;@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away 
1652,3,0,0,3,2,&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades
1655,3,0,0,3,2,&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;
1683,3,0,0,3,2,&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(
1691,3,0,1,2,2,&#8220;@__Bino: Looking at nip rings I can't wait until I can change mine &#128527;&#8221; &#128221;&#128064;&#128209; lmao
1692,3,0,1,2,2,&#8220;@__Black_Jesus: &#8220;@lil_aerii: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing
1731,3,0,0,3,2,&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?
1745,3,0,0,3,2,&#8220;@butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;
1763,3,0,0,3,2,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
1799,3,1,0,2,2,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;
1805,3,0,0,3,2,&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
1812,3,0,0,3,2,&#8220;@hoppk92: @WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed
1813,3,0,0,3,2,&#8220;@iCARLEYBBY: &#8220;@DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;
1821,3,0,0,3,2,&#8220;@iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash
1825,3,0,0,3,2,"&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;
1842,3,0,0,3,2,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt
1872,3,0,0,3,2,"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals
1906,6,0,1,5,2,&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me
1907,3,0,0,3,2,&#8220;@nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon
1919,3,0,1,2,2,&#8220;@rihanna: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/0paNscImEw&#8221; this bitch has the a nerve smh
1941,3,0,0,3,2,&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;
1949,3,0,0,3,2,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
1963,3,0,0,3,2,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
1972,3,0,0,3,2,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
1986,3,0,0,3,2,&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?
1991,3,0,0,3,2,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 
1992,3,0,0,3,2,&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;
2000,3,0,0,3,2,&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;
2004,3,0,1,2,2,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
2005,3,0,0,3,2,"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http://t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm"
2006,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL
2007,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH
2008,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
2009,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07
2010,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ
2011,3,0,1,2,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v
2012,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/8KUzaPFCMF
2013,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Br7el4ZXrw
2014,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2
2015,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj
2016,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/TQS3wPA6O7
2017,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5
2018,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3
2019,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq
2020,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts
2021,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA
2022,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/pxwlZkWaCs
2023,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT
2024,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q
2025,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/2POFGc7ohC
2026,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/FhGqF0RWBE
2027,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/K2iBFLgs4Z
2028,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI
2029,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS
2030,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/4Hhxk9MKHe
2031,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/dMXPLroaJ2
2032,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4
2042,3,0,1,2,2,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs"""
2050,3,0,0,3,2,&lt;&lt;&lt;when it's yellow outside
2051,3,0,0,3,2,&lt;-- nudes are trash
2170,3,0,0,3,2,'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork
2173,3,1,0,2,2,"'Eff it
2175,3,0,0,3,2,"'Forget to salute
2176,3,0,0,3,2,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin
2179,3,0,0,3,2,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)
2180,3,0,0,3,2,(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.
2182,3,0,0,3,2,(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397
2188,3,0,0,3,2,*Searches my yellow pages app for the nearest Jack In The Box*
2191,3,0,1,2,2,*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.
2193,3,0,1,2,2,"*chops* RT @Tweets2Sweet *does bird call
2202,3,0,0,3,2,*rubs hands like bird man
2204,3,0,0,3,2,"*squak squak squak squak*
2205,3,0,0,3,2,*waits for Fanduel to hit me with the jig*
2212,3,1,0,2,2,"-Can I help you?
2224,3,0,0,3,2,".@AlyssSmithh @KeveeeD Yes indeed! Camels
2225,3,0,0,3,2,.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA
2227,3,0,0,3,2,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.
2228,3,0,0,3,2,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?"
2229,3,0,0,3,2,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?
2231,3,0,0,3,2,".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
2233,3,0,0,3,2,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!
2234,3,0,0,3,2,".@dawnbazely Thank you
2235,3,0,1,2,2,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
2236,3,0,0,3,2,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know
2237,3,0,0,3,2,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
2247,3,0,0,3,2,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed
2250,3,1,0,2,2,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
2251,3,0,1,2,2,1-800-slap-a-hoe
2253,4,0,0,4,2,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average
2259,3,0,1,2,2,12 oz arizona's trash
2262,3,0,1,2,2,1300 for the eggs sunny side nicca .. @EastsideDame
2267,3,0,0,3,2,1996 and 1999 World Series Rematch: #Yankees #Braves
2268,3,0,0,3,2,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG
2271,3,0,0,3,2,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers
2272,3,0,0,3,2,2 adult human skulls found in trash http://t.co/VcsNP9ejV9
2284,3,0,0,3,2,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??
2294,3,0,1,2,2,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
2301,3,0,0,3,2,"4&#8419;2&#8419;0&#8419;
2306,3,0,0,3,2,"5 bags of chips
2308,3,0,0,3,2,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
2309,3,0,0,3,2,5SOS is trash
2310,3,0,0,3,2,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
2321,3,0,0,3,2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
2322,3,0,0,3,2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
2325,3,0,0,3,2,"93 feature car
2328,3,0,0,3,2,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1
2331,3,0,0,3,2,":) ""@PeterDavidsonII: At some point
2339,3,0,1,2,2,@05235fd083ad408 hick yes
2341,3,0,1,2,2,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price
2346,3,0,0,3,2,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...
2351,3,0,0,3,2,"@1Corinthians126 #BlessJesus Yes
2352,3,0,1,2,2,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
2353,6,0,0,6,2,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
2354,3,0,0,3,2,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
2359,3,1,0,2,2,@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
2360,3,0,1,2,2,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes
2369,9,0,0,9,2,@1usagrunt. I wonder what Charlie Brown would have to say about these days.
2374,6,1,2,3,2,@2ANow She looks like a plastic monkey doll!
2380,3,0,0,3,2,@37738921 reminds me of Oreos lmao
2392,3,1,0,2,2,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
2393,3,0,0,3,2,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day
2394,3,0,0,3,2,@ACMobbDeep @madsbennett yeah I run over squirrels and coons
2398,3,0,0,3,2,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;
2405,3,0,1,2,2,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.
2407,3,0,1,2,2,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again
2411,3,0,0,3,2,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts
2421,3,0,0,3,2,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
2423,3,0,0,3,2,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
2426,4,0,0,4,2,@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner
2429,3,0,0,3,2,@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;
2434,3,0,0,3,2,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep
2448,3,0,0,3,2,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much
2465,3,0,0,3,2,"@AllieLexiLove I like them dark
2466,3,0,0,3,2,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore
2477,3,0,0,3,2,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)
2478,3,0,1,2,2,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol
2479,3,0,1,2,2,@AmeezysAngels96 I'm the trash
2488,3,0,0,3,2,@AmosPOrr Congrats Amos! :)
2497,3,0,0,3,2,"@AndrewTaran That's a nice color combo too
2499,3,0,0,3,2,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.
2503,3,0,1,2,2,"@AngryWillHelms Genius
2508,3,0,0,3,2,@Anotherpotheadd lucky monkey
2511,3,1,0,2,2,"@AnthonyCumia @cokelogic 
2512,3,1,0,2,2,"@AnthonyCumia Enjoy it
2517,3,0,0,3,2,@Ants_SNEweather Well you got to see pom-pom Pete
2524,6,0,1,5,2,@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.
2543,3,0,0,3,2,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC
2549,4,0,1,3,2,@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction
2550,3,0,0,3,2,@AustinBurge44 either way both schools are trash &#128521;
2557,3,1,0,2,2,@AustinthaIntern Johnny football is trash man. Trash. Lol.
2558,3,0,0,3,2,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!
2583,3,0,0,3,2,@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers
2593,3,0,1,2,2,@BaconParadox for two year old Oreos?-_-
2606,3,0,0,3,2,@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol
2608,3,0,1,2,2,"@BarackObama l voted and supported u and u pulled the rug out from under us
2621,3,0,0,3,2,@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em
2625,3,0,1,2,2,@BeattyJustin @KYOppCoalition I am one proud hillbilly.
2628,3,0,1,2,2,"@BeavisCumia @jimmysdong
2629,3,0,0,3,2,"@BeeKayNS alas
2641,3,0,1,2,2,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.
2645,3,0,0,3,2,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers
2653,3,0,0,3,2,@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;
2658,3,0,0,3,2,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8
2663,3,0,1,2,2,@Billythathird @matt_sliwinski copy my tweet again you ginzo
2671,3,0,1,2,2,"@Bitterchick 
2678,3,0,0,3,2,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?
2679,3,1,0,2,2,@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.
2686,3,0,1,2,2,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;
2688,3,0,0,3,2,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
2690,3,0,0,3,2,@BlakeAnderson21 thanks Hun! Haha
2701,3,1,0,2,2,"@Boazziz He promised to stand with the muzzies
2709,3,0,0,3,2,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.
2711,3,0,0,3,2,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;
2712,3,0,0,3,2,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.
2713,3,0,0,3,2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke
2715,3,0,0,3,2,@Boobah_ they trash
2716,3,0,1,2,2,@BookoutBj That's ghetto for super duper! It's the current generations best complement.
2736,3,0,0,3,2,"@Brelston I realized it's the one on Link's Awakening too
2737,3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
2749,3,0,0,3,2,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.
2750,3,0,0,3,2,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja
